brand,asin,product_title,reviewer_name,review_date,review_rating,review_title,review_body,verified_purchase,scraped_at
VIP,B0ZG96CFWY,VIP Arcade 4 Wheels Large Trolley Black 79 cm,Meera M.,Reviewed in India on 26 June 2025,3.9,Great product!,"This is my third bag from this brand — never disappointed. Excellent quality for the price, would highly recommend.",False,2026-04-10T05:47:58
VIP,B0ZG96CFWY,VIP Arcade 4 Wheels Large Trolley Black 79 cm,Sanjay K.,Reviewed in India on 23 May 2025,4.1,Great product!,"Great build, great quality. Bought two more for my family. Excellent quality for the price, would highly recommend.",True,2026-04-10T05:47:58
VIP,B0ZG96CFWY,VIP Arcade 4 Wheels Large Trolley Black 79 cm,Sneha K.,Reviewed in India on 26 September 2025,4.1,Great product!,"Would definitely buy again, no complaints at all. Looks exactly like the pictures and arrived in perfect condition.",True,2026-04-10T05:47:58
VIP,B0ZG96CFWY,VIP Arcade 4 Wheels Large Trolley Black 79 cm,Pooja N.,Reviewed in India on 14 August 2025,4.2,Great product!,Looks exactly like the pictures and arrived in perfect condition.,True,2026-04-10T05:47:58
VIP,B0ZG96CFWY,VIP Arcade 4 Wheels Large Trolley Black 79 cm,Aakash P.,Reviewed in India on 04 March 2026,1.9,Disappointing experience,Very disappointed with the overall quality and finish. Returned the product after one use — quality was not up to standards.,False,2026-04-10T05:47:58
VIP,B0X05O8FRK,VIP Verve 55 cm Hard Cabin Bag with TSA Lock,Amit K.,Reviewed in India on 02 January 2026,4.5,Great product!,"Very happy with this purchase, delivery was also fast. Great build, great quality. Bought two more for my family.",True,2026-04-10T05:47:58
VIP,B0X05O8FRK,VIP Verve 55 cm Hard Cabin Bag with TSA Lock,Suresh N.,Reviewed in India on 27 July 2025,2.4,Disappointing experience,Not worth the price. Would not recommend to anyone.,False,2026-04-10T05:47:58
VIP,B0X05O8FRK,VIP Verve 55 cm Hard Cabin Bag with TSA Lock,Sneha T.,Reviewed in India on 07 September 2025,4.0,Great product!,"Exactly the size advertised, no surprises at the airport check-in. Would definitely buy again, no complaints at all.",True,2026-04-10T05:47:58
VIP,B0X05O8FRK,VIP Verve 55 cm Hard Cabin Bag with TSA Lock,Rahul S.,Reviewed in India on 22 October 2025,4.1,Great product!,This is my third bag from this brand — never disappointed.,True,2026-04-10T05:47:58
VIP,B0X05O8FRK,VIP Verve 55 cm Hard Cabin Bag with TSA Lock,Rohit G.,Reviewed in India on 14 June 2025,2.6,Disappointing experience,Build quality has clearly gone down compared to older models. Build quality has clearly gone down compared to older models.,True,2026-04-10T05:47:58
VIP,B0X05O8FRK,VIP Verve 55 cm Hard Cabin Bag with TSA Lock,Sanjay T.,Reviewed in India on 17 February 2026,4.5,Great product!,"Build quality of the handle is excellent, feels like a premium product.",False,2026-04-10T05:47:58
VIP,B0OC08R1F4,VIP Spectra 67 cm Vertical Trolley Hard Luggage,Kunal B.,Reviewed in India on 15 May 2025,4.0,Great product!,"Perfect travel companion, just as described in the listing.",True,2026-04-10T05:47:58
VIP,B0OC08R1F4,VIP Spectra 67 cm Vertical Trolley Hard Luggage,Sneha N.,Reviewed in India on 09 February 2026,4.4,Great product!,"Very comfortable grip on the handle, no strain even after long walks. Looks exactly like the pictures and arrived in perfect condition.",True,2026-04-10T05:47:58
VIP,B0OC08R1F4,VIP Spectra 67 cm Vertical Trolley Hard Luggage,Vikram B.,Reviewed in India on 15 March 2026,4.2,Great product!,Spacious inside — packed 6 days worth of clothes and still had room. Looks exactly like the pictures and arrived in perfect condition.,True,2026-04-10T05:47:58
VIP,B0OC08R1F4,VIP Spectra 67 cm Vertical Trolley Hard Luggage,Deepika P.,Reviewed in India on 13 October 2025,4.7,Great product!,"This is my third bag from this brand — never disappointed. Would definitely buy again, no complaints at all.",False,2026-04-10T05:47:58
VIP,B0OC08R1F4,VIP Spectra 67 cm Vertical Trolley Hard Luggage,Priya M.,Reviewed in India on 08 January 2026,4.7,Great product!,The compartments are well thought out and very practical.,True,2026-04-10T05:47:58
VIP,B0OC08R1F4,VIP Spectra 67 cm Vertical Trolley Hard Luggage,Priya G.,Reviewed in India on 28 January 2026,2.5,Disappointing experience,Returned the product after one use — quality was not up to standards.,True,2026-04-10T05:47:58
VIP,B0PZLUJZI9,VIP Swift Opal 75 cm Expendable Large Trolley,Aakash T.,Reviewed in India on 22 April 2025,4.5,Great product!,Looks exactly like the pictures and arrived in perfect condition.,False,2026-04-10T05:47:58
VIP,B0PZLUJZI9,VIP Swift Opal 75 cm Expendable Large Trolley,Meera N.,Reviewed in India on 09 May 2025,1.6,Disappointing experience,Two wheels cracked during baggage handling at the airport.,True,2026-04-10T05:47:58
VIP,B0PZLUJZI9,VIP Swift Opal 75 cm Expendable Large Trolley,Divya S.,Reviewed in India on 30 November 2025,4.4,Great product!,The compartments are well thought out and very practical.,True,2026-04-10T05:47:58
VIP,B0PZLUJZI9,VIP Swift Opal 75 cm Expendable Large Trolley,Suresh B.,Reviewed in India on 09 June 2025,4.3,Great product!,"Very happy with this purchase, delivery was also fast. Looks exactly like the pictures and arrived in perfect condition.",True,2026-04-10T05:47:58
VIP,B0PZLUJZI9,VIP Swift Opal 75 cm Expendable Large Trolley,Pooja R.,Reviewed in India on 17 March 2026,4.4,Great product!,The compartments are well thought out and very practical.,False,2026-04-10T05:47:58
VIP,B0PZLUJZI9,VIP Swift Opal 75 cm Expendable Large Trolley,Sanjay B.,Reviewed in India on 09 September 2025,4.1,Great product!,"Exactly the size advertised, no surprises at the airport check-in.",True,2026-04-10T05:47:58
VIP,B0BR6GDPJG,VIP Tracks 55 cm Antiscratch Cabin Suitcase,Rohit M.,Reviewed in India on 14 December 2025,2.4,Disappointing experience,Customer service didn't respond to my damage complaint. Overpriced for the quality you get. Many better alternatives available.,True,2026-04-10T05:47:58
VIP,B0BR6GDPJG,VIP Tracks 55 cm Antiscratch Cabin Suitcase,Priya S.,Reviewed in India on 20 December 2025,1.9,Disappointing experience,Wheels make a loud noise on smooth airport floors — very annoying. Expected better from a brand at this price range.,True,2026-04-10T05:47:58
VIP,B0BR6GDPJG,VIP Tracks 55 cm Antiscratch Cabin Suitcase,Kavita K.,Reviewed in India on 12 November 2025,1.5,Disappointing experience,Not worth the price. Would not recommend to anyone.,True,2026-04-10T05:47:58
VIP,B0BR6GDPJG,VIP Tracks 55 cm Antiscratch Cabin Suitcase,Priya M.,Reviewed in India on 06 June 2025,1.9,Disappointing experience,Two wheels cracked during baggage handling at the airport. Expected better from a brand at this price range.,False,2026-04-10T05:47:58
VIP,B0BR6GDPJG,VIP Tracks 55 cm Antiscratch Cabin Suitcase,Vikram G.,Reviewed in India on 04 September 2025,3.7,Great product!,Fits perfectly in the overhead cabin bin on IndiGo and Air India.,False,2026-04-10T05:47:58
VIP,B0BR6GDPJG,VIP Tracks 55 cm Antiscratch Cabin Suitcase,Anjali T.,Reviewed in India on 18 June 2025,2.1,Disappointing experience,Expected better from a brand at this price range. Packaging was poor and the bag arrived slightly bent.,True,2026-04-10T05:47:58
VIP,B0V1EM0H5B,VIP Magnus 65 cm Combo Hard Trolley Set of 2,Nisha P.,Reviewed in India on 08 May 2025,4.5,Great product!,"Very happy with this purchase, delivery was also fast.",False,2026-04-10T05:47:58
VIP,B0V1EM0H5B,VIP Magnus 65 cm Combo Hard Trolley Set of 2,Anjali A.,Reviewed in India on 15 July 2025,2.3,Disappointing experience,Wheels make a loud noise on smooth airport floors — very annoying. Expected better from a brand at this price range.,False,2026-04-10T05:47:58
VIP,B0V1EM0H5B,VIP Magnus 65 cm Combo Hard Trolley Set of 2,Rahul R.,Reviewed in India on 22 August 2025,4.3,Great product!,"Fits perfectly in the overhead cabin bin on IndiGo and Air India. Great build, great quality. Bought two more for my family.",False,2026-04-10T05:47:58
VIP,B0V1EM0H5B,VIP Magnus 65 cm Combo Hard Trolley Set of 2,Vikram K.,Reviewed in India on 11 September 2025,3.8,Great product!,Handle locks at exactly the right position and doesn't collapse mid-walk.,True,2026-04-10T05:47:58
VIP,B0V1EM0H5B,VIP Magnus 65 cm Combo Hard Trolley Set of 2,Rahul G.,Reviewed in India on 26 February 2026,4.2,Great product!,Looks exactly like the pictures and arrived in perfect condition. Value for money is outstanding! Better than bags twice the price.,True,2026-04-10T05:47:58
VIP,B0MQ271TPX,VIP Vega 4 Wheel 77 cm Large Hard Shell Trolley,Sneha A.,Reviewed in India on 23 September 2025,2.9,Disappointing experience,Build quality has clearly gone down compared to older models.,True,2026-04-10T05:47:58
VIP,B0MQ271TPX,VIP Vega 4 Wheel 77 cm Large Hard Shell Trolley,Anjali R.,Reviewed in India on 15 September 2025,2.6,Disappointing experience,Build quality has clearly gone down compared to older models.,False,2026-04-10T05:47:58
VIP,B0MQ271TPX,VIP Vega 4 Wheel 77 cm Large Hard Shell Trolley,Kavita B.,Reviewed in India on 27 November 2025,4.2,Great product!,"Build quality of the handle is excellent, feels like a premium product.",True,2026-04-10T05:47:58
VIP,B0MQ271TPX,VIP Vega 4 Wheel 77 cm Large Hard Shell Trolley,Ritu S.,Reviewed in India on 09 January 2026,4.3,Great product!,Looks exactly like the pictures and arrived in perfect condition. This is my third bag from this brand — never disappointed.,False,2026-04-10T05:47:58
VIP,B0MQ271TPX,VIP Vega 4 Wheel 77 cm Large Hard Shell Trolley,Aakash B.,Reviewed in India on 25 March 2026,4.1,Great product!,"Very happy with this purchase, delivery was also fast. Excellent quality for the price, would highly recommend.",True,2026-04-10T05:47:58
Aristocrat,B0F2LU3UK1,Aristocrat Nile 55 cm Cabin Hard Trolley Bag,Priya N.,Reviewed in India on 19 February 2026,1.0,Disappointing experience,Returned the product after one use — quality was not up to standards.,True,2026-04-10T05:47:58
Aristocrat,B0F2LU3UK1,Aristocrat Nile 55 cm Cabin Hard Trolley Bag,Aakash N.,Reviewed in India on 29 October 2025,2.6,Disappointing experience,Build quality has clearly gone down compared to older models.,True,2026-04-10T05:47:58
Aristocrat,B0F2LU3UK1,Aristocrat Nile 55 cm Cabin Hard Trolley Bag,Ritu G.,Reviewed in India on 17 May 2025,2.3,Disappointing experience,The material scratches very easily — bag looks old after one trip.,True,2026-04-10T05:47:58
Aristocrat,B0F2LU3UK1,Aristocrat Nile 55 cm Cabin Hard Trolley Bag,Meera R.,Reviewed in India on 12 December 2025,3.9,Great product!,"Large capacity despite being cabin approved size — very smart design. Very happy with this purchase, delivery was also fast.",True,2026-04-10T05:47:58
Aristocrat,B0F2LU3UK1,Aristocrat Nile 55 cm Cabin Hard Trolley Bag,Aakash K.,Reviewed in India on 17 July 2025,2.7,Disappointing experience,Not worth the price. Would not recommend to anyone.,True,2026-04-10T05:47:58
Aristocrat,B0F2LU3UK1,Aristocrat Nile 55 cm Cabin Hard Trolley Bag,Deepika G.,Reviewed in India on 14 June 2025,4.2,Great product!,"Would definitely buy again, no complaints at all.",False,2026-04-10T05:47:58
Aristocrat,B021FZ8S1Q,Aristocrat Ozone 65 cm Hard Luggage Trolley,Suresh K.,Reviewed in India on 04 November 2025,1.6,Disappointing experience,Handle collapsed on its own while walking through the terminal.,True,2026-04-10T05:47:58
Aristocrat,B021FZ8S1Q,Aristocrat Ozone 65 cm Hard Luggage Trolley,Aakash S.,Reviewed in India on 19 July 2025,3.8,Great product!,This is my third bag from this brand — never disappointed.,True,2026-04-10T05:47:58
Aristocrat,B021FZ8S1Q,Aristocrat Ozone 65 cm Hard Luggage Trolley,Aakash T.,Reviewed in India on 01 January 2026,4.3,Great product!,"Great build, great quality. Bought two more for my family.",False,2026-04-10T05:47:58
Aristocrat,B021FZ8S1Q,Aristocrat Ozone 65 cm Hard Luggage Trolley,Nisha K.,Reviewed in India on 20 March 2026,3.9,Great product!,Fits perfectly in the overhead cabin bin on IndiGo and Air India.,True,2026-04-10T05:47:58
Aristocrat,B021FZ8S1Q,Aristocrat Ozone 65 cm Hard Luggage Trolley,Pooja T.,Reviewed in India on 18 July 2025,2.4,Disappointing experience,Returned the product after one use — quality was not up to standards.,True,2026-04-10T05:47:58
Aristocrat,B021FZ8S1Q,Aristocrat Ozone 65 cm Hard Luggage Trolley,Manish P.,Reviewed in India on 27 April 2025,4.2,Great product!,Fits perfectly in the overhead cabin bin on IndiGo and Air India.,False,2026-04-10T05:47:58
Aristocrat,B0RRCV2WRM,Aristocrat Regal 77 cm Large Hard Trolley Blue,Meera N.,Reviewed in India on 15 June 2025,3.5,Great product!,Spacious inside — packed 6 days worth of clothes and still had room.,True,2026-04-10T05:47:58
Aristocrat,B0RRCV2WRM,Aristocrat Regal 77 cm Large Hard Trolley Blue,Sanjay S.,Reviewed in India on 21 February 2026,4.1,Great product!,"Great build, great quality. Bought two more for my family.",True,2026-04-10T05:47:58
Aristocrat,B0RRCV2WRM,Aristocrat Regal 77 cm Large Hard Trolley Blue,Rohit M.,Reviewed in India on 29 August 2025,4.1,Great product!,Value for money is outstanding! Better than bags twice the price.,True,2026-04-10T05:47:58
Aristocrat,B0RRCV2WRM,Aristocrat Regal 77 cm Large Hard Trolley Blue,Vikram R.,Reviewed in India on 25 November 2025,3.7,Great product!,"Would definitely buy again, no complaints at all. Looks exactly like the pictures and arrived in perfect condition.",True,2026-04-10T05:47:58
Aristocrat,B0RRCV2WRM,Aristocrat Regal 77 cm Large Hard Trolley Blue,Kunal M.,Reviewed in India on 11 March 2026,3.8,Great product!,Value for money is outstanding! Better than bags twice the price. This is my third bag from this brand — never disappointed.,True,2026-04-10T05:47:58
Aristocrat,B0RRCV2WRM,Aristocrat Regal 77 cm Large Hard Trolley Blue,Nisha R.,Reviewed in India on 02 May 2025,1.4,Disappointing experience,The bag didn't even last 6 months before showing serious wear.,True,2026-04-10T05:47:58
Aristocrat,B075T0JVPH,Aristocrat Witness 55 cm Polyester Cabin Bag,Arjun K.,Reviewed in India on 19 February 2026,4.1,Great product!,Looks exactly like the pictures and arrived in perfect condition.,False,2026-04-10T05:47:58
Aristocrat,B075T0JVPH,Aristocrat Witness 55 cm Polyester Cabin Bag,Sanjay S.,Reviewed in India on 24 March 2026,4.1,Great product!,"Would definitely buy again, no complaints at all.",True,2026-04-10T05:47:58
Aristocrat,B075T0JVPH,Aristocrat Witness 55 cm Polyester Cabin Bag,Meera K.,Reviewed in India on 09 November 2025,4.0,Great product!,The compartments are well thought out and very practical.,True,2026-04-10T05:47:58
Aristocrat,B075T0JVPH,Aristocrat Witness 55 cm Polyester Cabin Bag,Nisha N.,Reviewed in India on 14 September 2025,4.0,Great product!,Large capacity despite being cabin approved size — very smart design.,False,2026-04-10T05:47:58
Aristocrat,B075T0JVPH,Aristocrat Witness 55 cm Polyester Cabin Bag,Amit S.,Reviewed in India on 21 March 2026,3.5,Great product!,"Excellent quality for the price, would highly recommend.",True,2026-04-10T05:47:58
Aristocrat,B075T0JVPH,Aristocrat Witness 55 cm Polyester Cabin Bag,Pooja P.,Reviewed in India on 23 January 2026,4.0,Great product!,"Perfect travel companion, just as described in the listing. Value for money is outstanding! Better than bags twice the price.",True,2026-04-10T05:47:58
Aristocrat,B0ZB97IVK4,Aristocrat Stario 65 cm 4 Wheel Hard Trolley Pink,Sanjay K.,Reviewed in India on 25 November 2025,4.0,Great product!,"Perfect travel companion, just as described in the listing.",True,2026-04-10T05:47:58
Aristocrat,B0ZB97IVK4,Aristocrat Stario 65 cm 4 Wheel Hard Trolley Pink,Anjali M.,Reviewed in India on 20 May 2025,2.1,Disappointing experience,Overpriced for the quality you get. Many better alternatives available.,True,2026-04-10T05:47:58
Aristocrat,B0ZB97IVK4,Aristocrat Stario 65 cm 4 Wheel Hard Trolley Pink,Kunal A.,Reviewed in India on 25 June 2025,4.2,Great product!,Looks exactly like the pictures and arrived in perfect condition.,True,2026-04-10T05:47:58
Aristocrat,B0ZB97IVK4,Aristocrat Stario 65 cm 4 Wheel Hard Trolley Pink,Nisha P.,Reviewed in India on 09 November 2025,3.7,Great product!,Fits perfectly in the overhead cabin bin on IndiGo and Air India.,False,2026-04-10T05:47:58
Aristocrat,B0ZB97IVK4,Aristocrat Stario 65 cm 4 Wheel Hard Trolley Pink,Kavita N.,Reviewed in India on 03 September 2025,4.0,Great product!,"Very happy with this purchase, delivery was also fast. Looks exactly like the pictures and arrived in perfect condition.",True,2026-04-10T05:47:58
Aristocrat,B0ZB97IVK4,Aristocrat Stario 65 cm 4 Wheel Hard Trolley Pink,Divya P.,Reviewed in India on 02 June 2025,1.8,Disappointing experience,Expected better build quality given the brand reputation and price.,True,2026-04-10T05:47:58
Aristocrat,B0G0D6VAGN,Aristocrat Opus 75 cm Large Hard Luggage Black,Kavita K.,Reviewed in India on 30 September 2025,4.4,Great product!,"Very happy with this purchase, delivery was also fast.",True,2026-04-10T05:47:58
Aristocrat,B0G0D6VAGN,Aristocrat Opus 75 cm Large Hard Luggage Black,Rohit N.,Reviewed in India on 22 October 2025,4.4,Great product!,"Value for money is outstanding! Better than bags twice the price. Excellent quality for the price, would highly recommend.",True,2026-04-10T05:47:58
Aristocrat,B0G0D6VAGN,Aristocrat Opus 75 cm Large Hard Luggage Black,Kunal T.,Reviewed in India on 15 July 2025,4.3,Great product!,Looks exactly like the pictures and arrived in perfect condition.,False,2026-04-10T05:47:58
Aristocrat,B0G0D6VAGN,Aristocrat Opus 75 cm Large Hard Luggage Black,Amit N.,Reviewed in India on 03 December 2025,3.7,Great product!,This is my third bag from this brand — never disappointed.,False,2026-04-10T05:47:58
Aristocrat,B0G0D6VAGN,Aristocrat Opus 75 cm Large Hard Luggage Black,Manish B.,Reviewed in India on 19 November 2025,3.5,Great product!,Looks exactly like the pictures and arrived in perfect condition.,True,2026-04-10T05:47:58
Aristocrat,B0G0D6VAGN,Aristocrat Opus 75 cm Large Hard Luggage Black,Arjun G.,Reviewed in India on 15 July 2025,4.4,Great product!,"Excellent quality for the price, would highly recommend. Perfect travel companion, just as described in the listing.",False,2026-04-10T05:47:58
Aristocrat,B0WYE1R3RF,Aristocrat Spark 55 cm Spinner Hard Cabin Purple,Divya M.,Reviewed in India on 26 January 2026,2.1,Disappointing experience,Expected much better durability from a reputed brand.,True,2026-04-10T05:47:58
Aristocrat,B0WYE1R3RF,Aristocrat Spark 55 cm Spinner Hard Cabin Purple,Vikram R.,Reviewed in India on 04 March 2026,4.1,Great product!,"Excellent quality for the price, would highly recommend. Perfect travel companion, just as described in the listing.",True,2026-04-10T05:47:58
Aristocrat,B0WYE1R3RF,Aristocrat Spark 55 cm Spinner Hard Cabin Purple,Sneha M.,Reviewed in India on 02 January 2026,4.1,Great product!,"Great build, great quality. Bought two more for my family. This is my third bag from this brand — never disappointed.",False,2026-04-10T05:47:58
Aristocrat,B0WYE1R3RF,Aristocrat Spark 55 cm Spinner Hard Cabin Purple,Aakash R.,Reviewed in India on 15 March 2026,4.0,Great product!,"Great build, great quality. Bought two more for my family.",True,2026-04-10T05:47:58
Aristocrat,B0WYE1R3RF,Aristocrat Spark 55 cm Spinner Hard Cabin Purple,Meera B.,Reviewed in India on 10 February 2026,2.2,Disappointing experience,A premium bag should not crack this easily — very disappointed. Build quality has clearly gone down compared to older models.,True,2026-04-10T05:47:58
Aristocrat,B0WYE1R3RF,Aristocrat Spark 55 cm Spinner Hard Cabin Purple,Sneha A.,Reviewed in India on 04 December 2025,3.9,Great product!,"Excellent quality for the price, would highly recommend.",True,2026-04-10T05:47:58
Aristocrat,B0FS0Y82HB,Aristocrat Volt Polycarbonate 69 cm Check-in,Suresh G.,Reviewed in India on 02 May 2025,4.1,Great product!,"Spacious inside — packed 6 days worth of clothes and still had room. Very happy with this purchase, delivery was also fast.",True,2026-04-10T05:47:58
Aristocrat,B0FS0Y82HB,Aristocrat Volt Polycarbonate 69 cm Check-in,Pooja R.,Reviewed in India on 17 May 2025,3.9,Great product!,"Excellent quality for the price, would highly recommend. This is my third bag from this brand — never disappointed.",True,2026-04-10T05:47:58
Aristocrat,B0FS0Y82HB,Aristocrat Volt Polycarbonate 69 cm Check-in,Ritu A.,Reviewed in India on 30 January 2026,4.0,Great product!,"Would definitely buy again, no complaints at all.",False,2026-04-10T05:47:58
Aristocrat,B0FS0Y82HB,Aristocrat Volt Polycarbonate 69 cm Check-in,Priya G.,Reviewed in India on 02 August 2025,2.5,Disappointing experience,The outer coating started peeling after 4-5 uses.,False,2026-04-10T05:47:58
Aristocrat,B0FS0Y82HB,Aristocrat Volt Polycarbonate 69 cm Check-in,Ritu K.,Reviewed in India on 20 December 2025,2.1,Disappointing experience,The bag didn't even last 6 months before showing serious wear. Overpriced for the quality you get. Many better alternatives available.,True,2026-04-10T05:47:58
Aristocrat,B0FS0Y82HB,Aristocrat Volt Polycarbonate 69 cm Check-in,Deepika R.,Reviewed in India on 11 December 2025,2.4,Disappointing experience,The handle mechanism feels flimsy compared to the price point.,False,2026-04-10T05:47:58
Aristocrat,B0I1JRJFHE,Aristocrat Hub 4 Wheel Small Cabin Trolley 55 cm,Nisha R.,Reviewed in India on 25 July 2025,2.7,Disappointing experience,Handle collapsed on its own while walking through the terminal.,True,2026-04-10T05:47:58
Aristocrat,B0I1JRJFHE,Aristocrat Hub 4 Wheel Small Cabin Trolley 55 cm,Kunal M.,Reviewed in India on 22 February 2026,4.5,Great product!,"Perfect travel companion, just as described in the listing. Value for money is outstanding! Better than bags twice the price.",True,2026-04-10T05:47:58
Aristocrat,B0I1JRJFHE,Aristocrat Hub 4 Wheel Small Cabin Trolley 55 cm,Amit M.,Reviewed in India on 22 September 2025,2.3,Disappointing experience,Returned the product after one use — quality was not up to standards.,True,2026-04-10T05:47:58
Aristocrat,B0I1JRJFHE,Aristocrat Hub 4 Wheel Small Cabin Trolley 55 cm,Rohit N.,Reviewed in India on 07 October 2025,3.8,Great product!,"Exactly the size advertised, no surprises at the airport check-in.",True,2026-04-10T05:47:58
Aristocrat,B0I1JRJFHE,Aristocrat Hub 4 Wheel Small Cabin Trolley 55 cm,Rohit R.,Reviewed in India on 24 November 2025,3.6,Great product!,"Perfect travel companion, just as described in the listing.",True,2026-04-10T05:47:58
Aristocrat,B0I1JRJFHE,Aristocrat Hub 4 Wheel Small Cabin Trolley 55 cm,Meera S.,Reviewed in India on 18 June 2025,1.9,Disappointing experience,Expected much better durability from a reputed brand. Expected better from a brand at this price range.,True,2026-04-10T05:47:58
Aristocrat,B0JSM57DP0,Aristocrat Matrix 65 cm Medium Hard Trolley Red,Pooja S.,Reviewed in India on 19 January 2026,3.5,Great product!,Value for money is outstanding! Better than bags twice the price. Value for money is outstanding! Better than bags twice the price.,False,2026-04-10T05:47:58
Aristocrat,B0JSM57DP0,Aristocrat Matrix 65 cm Medium Hard Trolley Red,Nisha P.,Reviewed in India on 13 June 2025,4.2,Great product!,"Great build, great quality. Bought two more for my family.",True,2026-04-10T05:47:58
Aristocrat,B0JSM57DP0,Aristocrat Matrix 65 cm Medium Hard Trolley Red,Anjali B.,Reviewed in India on 16 October 2025,3.5,Great product!,"Excellent quality for the price, would highly recommend. Perfect travel companion, just as described in the listing.",False,2026-04-10T05:47:58
Aristocrat,B0JSM57DP0,Aristocrat Matrix 65 cm Medium Hard Trolley Red,Priya M.,Reviewed in India on 16 September 2025,1.0,Disappointing experience,Telescopic handle has a slight wobble which is concerning for a new bag.,True,2026-04-10T05:47:58
Aristocrat,B0JSM57DP0,Aristocrat Matrix 65 cm Medium Hard Trolley Red,Nisha S.,Reviewed in India on 21 August 2025,4.2,Great product!,"Great build, great quality. Bought two more for my family.",False,2026-04-10T05:47:58
Aristocrat,B0JSM57DP0,Aristocrat Matrix 65 cm Medium Hard Trolley Red,Meera M.,Reviewed in India on 09 November 2025,1.6,Disappointing experience,The bag didn't even last 6 months before showing serious wear. Packaging was poor and the bag arrived slightly bent.,True,2026-04-10T05:47:58
Aristocrat,B0UN1FTQDC,Aristocrat Premier 79 cm XL Large Hard Trolley,Nisha R.,Reviewed in India on 21 September 2025,3.9,Great product!,"Value for money is outstanding! Better than bags twice the price. Very happy with this purchase, delivery was also fast.",True,2026-04-10T05:47:58
Aristocrat,B0UN1FTQDC,Aristocrat Premier 79 cm XL Large Hard Trolley,Aakash R.,Reviewed in India on 23 July 2025,1.3,Disappointing experience,Telescopic handle has a slight wobble which is concerning for a new bag.,False,2026-04-10T05:47:58
Aristocrat,B0UN1FTQDC,Aristocrat Premier 79 cm XL Large Hard Trolley,Manish M.,Reviewed in India on 15 August 2025,3.9,Great product!,This is my third bag from this brand — never disappointed.,True,2026-04-10T05:47:58
Aristocrat,B0UN1FTQDC,Aristocrat Premier 79 cm XL Large Hard Trolley,Priya B.,Reviewed in India on 11 February 2026,3.5,Great product!,This is my third bag from this brand — never disappointed.,True,2026-04-10T05:47:58
Aristocrat,B0UN1FTQDC,Aristocrat Premier 79 cm XL Large Hard Trolley,Divya R.,Reviewed in India on 31 December 2025,3.9,Great product!,This is my third bag from this brand — never disappointed.,False,2026-04-10T05:47:58
Aristocrat,B0SMGK03XR,Aristocrat Pixel 55 cm 8 Wheel Cabin Hard Bag,Kavita T.,Reviewed in India on 26 April 2025,4.1,Great product!,"Would definitely buy again, no complaints at all.",True,2026-04-10T05:47:58
Aristocrat,B0SMGK03XR,Aristocrat Pixel 55 cm 8 Wheel Cabin Hard Bag,Rohit A.,Reviewed in India on 16 June 2025,4.2,Great product!,"Exactly the size advertised, no surprises at the airport check-in.",False,2026-04-10T05:47:58
Aristocrat,B0SMGK03XR,Aristocrat Pixel 55 cm 8 Wheel Cabin Hard Bag,Pooja R.,Reviewed in India on 18 May 2025,4.0,Great product!,"Exactly the size advertised, no surprises at the airport check-in. Very happy with this purchase, delivery was also fast.",False,2026-04-10T05:47:58
Aristocrat,B0SMGK03XR,Aristocrat Pixel 55 cm 8 Wheel Cabin Hard Bag,Anjali K.,Reviewed in India on 22 August 2025,3.9,Great product!,"Excellent quality for the price, would highly recommend.",True,2026-04-10T05:47:58
Aristocrat,B0SMGK03XR,Aristocrat Pixel 55 cm 8 Wheel Cabin Hard Bag,Sanjay M.,Reviewed in India on 21 March 2026,4.1,Great product!,The compartments are well thought out and very practical.,True,2026-04-10T05:47:58
Nasher Miles,B006TSWQI5,Nasher Miles Checked-In Hard Luggage Expandable 65 cm,Priya K.,Reviewed in India on 21 October 2025,1.3,Disappointing experience,One of the zipper pulls broke within a week — poor quality control.,True,2026-04-10T05:47:58
Nasher Miles,B006TSWQI5,Nasher Miles Checked-In Hard Luggage Expandable 65 cm,Pooja G.,Reviewed in India on 22 November 2025,4.4,Great product!,Looks exactly like the pictures and arrived in perfect condition. Value for money is outstanding! Better than bags twice the price.,True,2026-04-10T05:47:58
Nasher Miles,B006TSWQI5,Nasher Miles Checked-In Hard Luggage Expandable 65 cm,Divya T.,Reviewed in India on 25 August 2025,3.0,Disappointing experience,One of the zipper pulls broke within a week — poor quality control.,True,2026-04-10T05:47:58
Nasher Miles,B006TSWQI5,Nasher Miles Checked-In Hard Luggage Expandable 65 cm,Amit M.,Reviewed in India on 18 October 2025,4.7,Great product!,"Great build, great quality. Bought two more for my family.",True,2026-04-10T05:47:58
Nasher Miles,B006TSWQI5,Nasher Miles Checked-In Hard Luggage Expandable 65 cm,Priya M.,Reviewed in India on 02 October 2025,2.4,Disappointing experience,Not worth the price. Would not recommend to anyone.,True,2026-04-10T05:47:58
Nasher Miles,B006TSWQI5,Nasher Miles Checked-In Hard Luggage Expandable 65 cm,Sneha G.,Reviewed in India on 29 October 2025,4.7,Great product!,"Perfect travel companion, just as described in the listing.",True,2026-04-10T05:47:58
Nasher Miles,B0AN3RA9YV,Nasher Miles Florence Cabin Hard Luggage 55 cm,Vikram M.,Reviewed in India on 16 August 2025,4.6,Great product!,"Would definitely buy again, no complaints at all.",True,2026-04-10T05:47:58
